order_id,Date,Item Name,Category,Price,Quantity,Amount Transacted (?),Transaction Type,Gender,Time of Sale,Festival Name
331,27-04-2023,Sevpuri,Fastfood,50,1,50,Online,Male,Evening,None
332,14-04-2023,Masala Dosa,Fastfood,120,1,120,Cash,Female,Morning,None
333,07-04-2023,Bitter Gourd Juice,Beverage,35,1,35,Online,Male,Morning,Good Friday
334,25-04-2023,Vada Pav,Fastfood,30,2,60,Cash,Female,Evening,None
335,12-04-2023,Masala Chai,Beverage,20,2,40,Online,Male,Morning,None
336,29-04-2023,Filter Coffee,Beverage,30,1,30,Cash,Female,Morning,None
337,16-04-2023,Aloo Tikki,Fastfood,50,1,50,Online,Male,Afternoon,None
338,09-04-2023,Easter Egg,Fastfood,30,2,60,Cash,Female,Evening,Easter
339,27-04-2023,Bhel Puri,Fastfood,60,2,120,Online,Male,Evening,None
340,14-04-2023,Onion Uttapam,Fastfood,90,1,90,Cash,Female,Morning,None
341,07-04-2023,Bitter Gourd Juice,Beverage,35,1,35,Online,Male,Morning,Good Friday
342,25-04-2023,Dabeli,Fastfood,40,2,80,Cash,Female,Evening,None
343,12-04-2023,Masala Uttapam,Fastfood,90,1,90,Online,Male,Morning,None
344,29-04-2023,Green Tea,Beverage,30,1,30,Cash,Female,Morning,None
345,16-04-2023,Dahi Vada,Fastfood,60,1,60,Online,Male,Afternoon,None
346,09-04-2023,Easter Egg,Fastfood,30,2,60,Cash,Female,Evening,Easter
347,27-04-2023,Sevpuri,Fastfood,50,1,50,Online,Male,Evening,None
348,14-04-2023,Masala Dosa,Fastfood,120,1,120,Cash,Female,Morning,None
349,07-04-2023,Bitter Gourd Juice,Beverage,35,1,35,Online,Male,Morning,Good Friday
350,25-04-2023,Vada Pav,Fastfood,30,2,60,Cash,Female,Evening,None
351,12-04-2023,Masala Chai,Beverage,20,2,40,Online,Male,Morning,None
352,29-04-2023,Filter Coffee,Beverage,30,1,30,Cash,Female,Morning,None
353,16-04-2023,Aloo Tikki,Fastfood,50,1,50,Online,Male,Afternoon,None
354,09-04-2023,Easter Egg,Fastfood,30,2,60,Cash,Female,Evening,Easter
355,27-04-2023,Bhel Puri,Fastfood,60,2,120,Online,Male,Evening,None
356,14-04-2023,Onion Uttapam,Fastfood,90,1,90,Cash,Female,Morning,None
357,07-04-2023,Bitter Gourd Juice,Beverage,35,1,35,Online,Male,Morning,Good Friday
358,25-04-2023,Dabeli,Fastfood,40,2,80,Cash,Female,Evening,None
359,12-04-2023,Masala Uttapam,Fastfood,90,1,90,Online,Male,Morning,None
360,29-04-2023,Green Tea,Beverage,30,1,30,Cash,Female,Morning,None
361,16-04-2023,Dahi Vada,Fastfood,60,1,60,Online,Male,Afternoon,None
362,09-04-2023,Easter Egg,Fastfood,30,2,60,Cash,Female,Evening,Easter
363,27-04-2023,Sevpuri,Fastfood,50,1,50,Online,Male,Evening,None
364,21-04-2023,Tandoori Chicken,Fastfood,250,2,500,Cash,Female,Evening,None
365,14-04-2023,Mutton Rogan Josh,Fastfood,350,1,350,Online,Male,Evening,None
366,06-04-2023,Fish Curry,Fastfood,200,1,200,Cash,Female,Evening,None
367,24-04-2023,Biryani,Fastfood,250,1,250,Online,Male,Afternoon,None
368,09-04-2023,Falooda,Beverage,100,1,100,Cash,Female,Afternoon,None
369,27-04-2023,Kulfi,Fastfood,50,1,50,Online,Male,Afternoon,None
370,12-04-2023,Gulab Jamun,Fastfood,80,1,80,Cash,Female,Evening,None
371,30-04-2023,Veg Thali,Fastfood,180,1,180,Online,Male,Afternoon,None
372,05-04-2023,Jalebi,Fastfood,60,1,60,Cash,Female,Evening,None
373,23-04-2023,Rasmalai,Fastfood,120,2,240,Online,Male,Evening,None
374,16-04-2023,Gajar Ka Halwa,Fastfood,100,1,100,Cash,Female,Evening,None
375,09-04-2023,Puran Poli,Fastfood,50,1,50,Online,Male,Evening,None
376,27-04-2023,Samosa,Fastfood,20,2,40,Cash,Female,Evening,None
377,14-04-2023,Chai,Beverage,20,1,20,Online,Male,Morning,None
378,30-04-2023,Coffee,Beverage,30,1,30,Cash,Female,Morning,None
379,05-04-2023,Dosa,Fastfood,100,1,100,Online,Male,Morning,None
380,23-04-2023,Puran Poli,Fastfood,50,2,100,Cash,Female,Evening,None
381,16-04-2023,Idli Sambhar,Fastfood,80,1,80,Online,Male,Morning,None
382,09-04-2023,Puran Poli,Fastfood,50,1,50,Cash,Female,Evening,None
383,27-04-2023,Pav Bhaji,Fastfood,120,1,120,Online,Male,Evening,None
384,14-04-2023,Masala Chai,Beverage,20,2,40,Cash,Female,Morning,None
385,30-04-2023,Filter Coffee,Beverage,30,1,30,Online,Male,Morning,None
386,05-04-2023,Chole Bhature,Fastfood,150,1,150,Cash,Female,Afternoon,None
387,23-04-2023,Samosa Chaat,Fastfood,80,2,160,Online,Male,Evening,None
388,30-04-2023,Dahi Puri,Fastfood,50,1,50,Cash,Female,Afternoon,None
389,05-04-2023,Veg Thali,Fastfood,150,1,150,Online,Male,Evening,None
390,23-04-2023,Kachori,Fastfood,30,2,60,Cash,Female,Evening,None
391,16-04-2023,Lassi,Beverage,40,1,40,Online,Male,Afternoon,None
392,09-04-2023,Butter Milk,Beverage,20,1,20,Cash,Female,Afternoon,None
393,27-04-2023,Uttapam,Fastfood,80,1,80,Online,Male,Morning,None
394,30-04-2023,Veg Thali,Fastfood,180,1,180,Cash,Female,Afternoon,None
395,05-04-2023,Pani Puri,Fastfood,40,1,40,Online,Male,Evening,None
396,23-04-2023,Bhel Puri,Fastfood,60,2,120,Cash,Female,Evening,None
397,16-04-2023,Aloo Tikki,Fastfood,50,1,50,Online,Male,Afternoon,None
398,09-04-2023,Puran Poli,Fastfood,50,1,50,Cash,Female,Evening,None
399,27-04-2023,Dabeli,Fastfood,40,2,80,Online,Male,Evening,None
400,14-04-2023,Ginger Tea,Beverage,30,1,30,Cash,Female,Morning,None
401,02-05-2023,Masala Dosa,Fastfood,80,1,80,Online,Male,Morning,None
402,15-05-2023,Butter Chicken,Fastfood,250,2,500,Cash,Female,Evening,None
403,05-05-2023,Kheer,Beverage,50,1,50,Online,Male,Evening,Buddha Purnima
404,28-05-2023,Masala Chai,Beverage,20,2,40,Cash,Female,Morning,None
405,10-05-2023,Vada Pav,Fastfood,30,2,60,Online,Male,Evening,None
406,25-05-2023,Ice Cream,Beverage,50,1,50,Cash,Female,Afternoon,None
407,07-05-2023,Dosa,Fastfood,70,1,70,Online,Male,Morning,None
408,18-05-2023,Samosa,Fastfood,20,2,40,Cash,Female,Evening,None
409,01-05-2023,Idli Sambhar,Fastfood,60,1,60,Online,Male,Morning,None
410,22-05-2023,Cold Coffee,Beverage,80,1,80,Cash,Female,Afternoon,None
411,12-05-2023,Pav Bhaji,Fastfood,100,1,100,Online,Male,Evening,None
412,29-05-2023,Masala Chai,Beverage,20,2,40,Cash,Female,Evening,None
413,03-05-2023,Vada Pav,Fastfood,30,2,60,Online,Male,Evening,None
414,17-05-2023,Dosa,Fastfood,70,1,70,Online,Male,Morning,None
415,20-05-2023,Samosa,Fastfood,20,2,40,Cash,Female,Evening,None
416,08-05-2023,Idli Sambhar,Fastfood,60,1,60,Online,Male,Morning,None
417,26-05-2023,Cold Coffee,Beverage,80,1,80,Cash,Female,Afternoon,None
418,04-05-2023,Masala Dosa,Fastfood,80,1,80,Online,Male,Morning,None
419,19-05-2023,Butter Chicken,Fastfood,250,2,500,Cash,Female,Evening,None
420,05-05-2023,Kheer,Beverage,50,1,50,Online,Male,Evening,Buddha Purnima
421,23-05-2023,Ice Cream,Beverage,50,1,50,Cash,Female,Afternoon,None
422,31-05-2023,Masala Chai,Beverage,20,2,40,Cash,Female,Evening,None
423,16-05-2023,Vada Pav,Fastfood,30,2,60,Online,Male,Evening,None
424,27-05-2023,Dosa,Fastfood,70,1,70,Online,Male,Morning,None
425,11-05-2023,Samosa,Fastfood,20,2,40,Cash,Female,Evening,None
426,24-05-2023,Idli Sambhar,Fastfood,60,1,60,Online,Male,Morning,None
427,30-05-2023,Cold Coffee,Beverage,80,1,80,Cash,Female,Afternoon,None
428,13-05-2023,Masala Dosa,Fastfood,80,1,80,Online,Male,Morning,None
429,28-05-2023,Butter Chicken,Fastfood,250,2,500,Cash,Female,Evening,None
430,05-05-2023,Kheer,Beverage,50,1,50,Online,Male,Evening,Buddha Purnima
431,15-05-2023,Ice Cream,Beverage,50,1,50,Cash,Female,Afternoon,None
432,06-05-2023,Masala Chai,Beverage,20,2,40,Cash,Female,Evening,None
433,21-05-2023,Vada Pav,Fastfood,30,2,60,Online,Male,Evening,None
434,02-05-2023,Dosa,Fastfood,70,1,70,Online,Male,Morning,None
435,17-05-2023,Samosa,Fastfood,20,2,40,Cash,Female,Evening,None
436,22-05-2023,Idli Sambhar,Fastfood,60,1,60,Online,Male,Morning,None
437,29-05-2023,Cold Coffee,Beverage,80,1,80,Cash,Female,Afternoon,None
438,18-05-2023,Masala Dosa,Fastfood,80,1,80,Online,Male,Morning,None
439,23-05-2023,Butter Chicken,Fastfood,250,2,500,Cash,Female,Evening,None
440,19-05-2023,Kheer,Beverage,50,1,50,Online,Male,Evening,None
441,25-05-2023,Ice Cream,Beverage,50,1,50,Cash,Female,Afternoon,None
442,10-05-2023,Masala Chai,Beverage,20,2,40,Cash,Female,Evening,None
443,26-05-2023,Vada Pav,Fastfood,30,2,60,Online,Male,Evening,None
444,11-05-2023,Dosa,Fastfood,70,1,70,Online,Male,Morning,None
445,27-05-2023,Samosa,Fastfood,20,2,40,Cash,Female,Evening,None
446,12-05-2023,Idli Sambhar,Fastfood,60,1,60,Online,Male,Morning,None
447,28-05-2023,Cold Coffee,Beverage,80,1,80,Cash,Female,Afternoon,None
448,13-05-2023,Masala Dosa,Fastfood,80,1,80,Online,Male,Morning,None
449,29-05-2023,Butter Chicken,Fastfood,250,2,500,Cash,Female,Evening,None
450,14-05-2023,Kheer,Beverage,50,1,50,Online,Male,Evening,None
451,30-05-2023,Ice Cream,Beverage,50,1,50,Cash,Female,Afternoon,None
452,15-05-2023,Masala Chai,Beverage,20,2,40,Cash,Female,Evening,None
453,31-05-2023,Vada Pav,Fastfood,30,2,60,Online,Male,Evening,None
454,16-05-2023,Dosa,Fastfood,70,1,70,Online,Male,Morning,None
455,01-05-2023,Samosa,Fastfood,20,2,40,Cash,Female,Evening,None
456,17-05-2023,Idli Sambhar,Fastfood,60,1,60,Online,Male,Morning,None
457,02-05-2023,Cold Coffee,Beverage,80,1,80,Cash,Female,Afternoon,None
458,18-05-2023,Masala Dosa,Fastfood,80,1,80,Online,Male,Morning,None
459,03-05-2023,Butter Chicken,Fastfood,250,2,500,Cash,Female,Evening,None
460,05-05-2023,Kheer,Beverage,50,1,50,Online,Male,Evening,Buddha Purnima
461,04-05-2023,Ice Cream,Beverage,50,1,50,Cash,Female,Afternoon,None
462,20-05-2023,Masala Chai,Beverage,20,2,40,Cash,Female,Evening,None
463,05-05-2023,Vada Pav,Fastfood,30,2,60,Online,Male,Evening,None
464,21-05-2023,Dosa,Fastfood,70,1,70,Online,Male,Morning,None
465,06-05-2023,Samosa,Fastfood,20,2,40,Cash,Female,Evening,None
466,22-05-2023,Idli Sambhar,Fastfood,60,1,60,Online,Male,Morning,None
467,07-05-2023,Cold Coffee,Beverage,80,1,80,Cash,Female,Afternoon,None
468,23-05-2023,Masala Dosa,Fastfood,80,1,80,Online,Male,Morning,None
469,08-05-2023,Butter Chicken,Fastfood,250,2,500,Cash,Female,Evening,None
470,05-05-2023,Kheer,Beverage,50,1,50,Online,Male,Evening,Buddha Purnima
471,09-05-2023,Ice Cream,Beverage,50,1,50,Cash,Female,Afternoon,None
472,25-05-2023,Masala Chai,Beverage,20,2,40,Cash,Female,Evening,None
473,10-05-2023,Vada Pav,Fastfood,30,2,60,Online,Male,Evening,None
474,26-05-2023,Dosa,Fastfood,70,1,70,Online,Male,Morning,None
475,11-05-2023,Samosa,Fastfood,20,2,40,Cash,Female,Evening,None
476,27-05-2023,Idli Sambhar,Fastfood,60,1,60,Online,Male,Morning,None
477,12-05-2023,Cold Coffee,Beverage,80,1,80,Cash,Female,Afternoon,None
478,28-05-2023,Masala Dosa,Fastfood,80,1,80,Online,Male,Morning,None
479,13-05-2023,Butter Chicken,Fastfood,250,2,500,Cash,Female,Evening,None
480,29-05-2023,Kheer,Beverage,50,1,50,Online,Male,Evening,None
481,14-05-2023,Ice Cream,Beverage,50,1,50,Cash,Female,Afternoon,None
482,30-05-2023,Masala Chai,Beverage,20,2,40,Cash,Female,Evening,None
483,15-05-2023,Vada Pav,Fastfood,30,2,60,Online,Male,Evening,None
484,31-05-2023,Dosa,Fastfood,70,1,70,Online,Male,Morning,None
485,16-05-2023,Samosa,Fastfood,20,2,40,Cash,Female,Evening,None
486,01-05-2023,Idli Sambhar,Fastfood,60,1,60,Online,Male,Morning,None
487,02-05-2023,Cold Coffee,Beverage,80,1,80,Cash,Female,Afternoon,None
488,03-05-2023,Masala Dosa,Fastfood,80,1,80,Online,Male,Morning,None
489,04-05-2023,Butter Chicken,Fastfood,250,2,500,Cash,Female,Evening,None
490,05-05-2023,Kheer,Beverage,50,1,50,Online,Male,Evening,Buddha Purnima
491,06-05-2023,Ice Cream,Beverage,50,1,50,Cash,Female,Afternoon,None
492,07-05-2023,Masala Chai,Beverage,20,2,40,Cash,Female,Evening,None
493,08-05-2023,Vada Pav,Fastfood,30,2,60,Online,Male,Evening,None
494,09-05-2023,Dosa,Fastfood,70,1,70,Online,Male,Morning,None
495,10-05-2023,Samosa,Fastfood,20,2,40,Cash,Female,Evening,None
496,11-05-2023,Idli Sambhar,Fastfood,60,1,60,Online,Male,Morning,None
497,12-05-2023,Cold Coffee,Beverage,80,1,80,Cash,Female,Afternoon,None
498,13-05-2023,Masala Dosa,Fastfood,80,1,80,Online,Male,Morning,None
499,14-05-2023,Butter Chicken,Fastfood,250,2,500,Cash,Female,Evening,None
500,15-05-2023,Kheer,Beverage,50,1,50,Online,Male,Evening,None
501,01-06-2023,Chai,Beverage,30,2,60,Cash,Male,Morning,None
502,01-06-2023,Aloo Paratha,Fastfood,50,1,50,Online,Female,Morning,None
503,02-06-2023,Dosa,Fastfood,80,1,80,Cash,Male,Morning,None
504,02-06-2023,Mango Lassi,Beverage,100,1,100,Online,Female,Afternoon,None
505,03-06-2023,Paneer Tikka,Fastfood,120,2,240,Cash,Male,Evening,None
506,04-06-2023,Chole Bhature,Fastfood,90,2,180,Online,Female,Afternoon,None
507,05-06-2023,Cold Drink (Pepsi),Beverage,50,1,50,Cash,Male,Afternoon,None
508,05-06-2023,Ice Cream (Vanilla),Beverage,60,1,60,Online,Female,Evening,None
509,06-06-2023,Pani Puri,Fastfood,40,2,80,Cash,Male,Evening,None
510,06-06-2023,Iced Tea,Beverage,70,1,70,Cash,Female,Afternoon,None
511,07-06-2023,Biryani,Fastfood,150,1,150,Online,Male,Evening,None
512,08-06-2023,Chai,Beverage,30,1,30,Cash,Female,Morning,None
513,08-06-2023,Butter Chicken,Fastfood,200,1,200,Online,Male,Evening,None
514,09-06-2023,Idli,Fastfood,50,1,50,Cash,Female,Morning,None
515,10-06-2023,Cold Drink (Sprite),Beverage,50,2,100,Cash,Male,Afternoon,None
516,10-06-2023,Chicken Thali,Fastfood,250,1,250,Online,Female,Evening,None
517,11-06-2023,Vada Pav,Fastfood,40,3,120,Cash,Male,Morning,None
518,12-06-2023,Dhokla,Fastfood,60,2,120,Online,Female,Morning,None
519,12-06-2023,Cold Drink (Coke),Beverage,55,1,55,Cash,Male,Afternoon,None
520,13-06-2023,Samosa,Fastfood,30,4,120,Online,Female,Evening,None
521,14-06-2023,Ice Cream (Chocolate),Beverage,80,1,80,Cash,Male,Evening,None
522,14-06-2023,Chicken Biryani,Fastfood,180,1,180,Cash,Female,Evening,None
523,15-06-2023,Aloo Tikki,Fastfood,40,2,80,Online,Male,Afternoon,None
524,16-06-2023,Cold Drink (Fanta),Beverage,50,1,50,Cash,Female,Afternoon,None
525,17-06-2023,Kathi Roll,Fastfood,120,1,120,Cash,Male,Evening,None
526,18-06-2023,Chicken Shawarma,Fastfood,150,2,300,Online,Female,Evening,None
527,19-06-2023,Chai,Beverage,30,1,30,Cash,Male,Morning,None
528,19-06-2023,Ice Cream (Strawberry),Beverage,90,1,90,Cash,Female,Evening,None
529,20-06-2023,Pav Bhaji,Fastfood,60,1,60,Online,Male,Evening,None
530,21-06-2023,Chicken Sandwich,Fastfood,130,2,260,Cash,Female,Afternoon,None
531,22-06-2023,Pesarattu,Fastfood,70,2,140,Cash,Male,Morning,None
532,23-06-2023,Cold Drink (Thums Up),Beverage,50,1,50,Online,Female,Afternoon,None
533,24-06-2023,Pani Puri,Fastfood,40,3,120,Cash,Male,Evening,None
534,25-06-2023,Ice Cream (Butterscotch),Beverage,85,2,170,Online,Female,Evening,None
535,26-06-2023,Chole Bhature,Fastfood,90,2,180,Cash,Male,Afternoon,None
536,27-06-2023,Chicken Biryani,Fastfood,200,1,200,Online,Female,Evening,None
537,28-06-2023,Chai,Beverage,30,1,30,Cash,Male,Morning,None
538,28-06-2023,Tandoori Chicken,Fastfood,180,1,180,Online,Female,Evening,None
539,29-06-2023,Chicken Thali,Fastfood,250,1,250,Cash,Male,Evening,Bakrid
540,29-06-2023,Meat Thali,Fastfood,300,1,300,Online,Female,Evening,Bakrid
541,30-06-2023,Dosa,Fastfood,80,2,160,Cash,Male,Morning,None
542,30-06-2023,Cold Drink (Peach),Beverage,55,1,55,Online,Female,Afternoon,None
543,30-06-2023,Pani Puri,Fastfood,40,1,40,Cash,Male,Evening,None
544,06-06-2023,Masala Dosa,Fastfood,80,1,80,Online,Male,Morning,None
545,21-06-2023,Butter Chicken,Fastfood,250,2,500,Cash,Female,Evening,None
546,29-06-2023,Meat Thali,Fastfood,300,1,300,Cash,Male,Evening,Bakrid
547,12-06-2023,Masala Chai,Beverage,20,2,40,Cash,Female,Morning,None
548,03-06-2023,Vada Pav,Fastfood,30,2,60,Online,Male,Evening,None
549,26-06-2023,Ice Cream,Beverage,50,1,50,Cash,Female,Afternoon,None
550,18-06-2023,Dosa,Fastfood,70,1,70,Online,Male,Morning,None
551,08-06-2023,Samosa,Fastfood,20,2,40,Cash,Female,Evening,None
552,01-06-2023,Idli Sambhar,Fastfood,60,1,60,Online,Male,Morning,None
553,15-06-2023,Cold Coffee,Beverage,80,1,80,Cash,Female,Afternoon,None
554,24-06-2023,Pav Bhaji,Fastfood,100,1,100,Online,Male,Evening,None
555,13-06-2023,Masala Chai,Beverage,20,2,40,Cash,Female,Evening,None
556,04-06-2023,Vada Pav,Fastfood,30,2,60,Online,Male,Evening,None
557,19-06-2023,Dosa,Fastfood,70,1,70,Online,Male,Morning,None
558,09-06-2023,Samosa,Fastfood,20,2,40,Cash,Female,Evening,None
559,27-06-2023,Idli Sambhar,Fastfood,60,1,60,Online,Male,Morning,None
560,16-06-2023,Cold Coffee,Beverage,80,1,80,Cash,Female,Afternoon,None
561,05-06-2023,Masala Dosa,Fastfood,80,1,80,Online,Male,Morning,None
562,22-06-2023,Butter Chicken,Fastfood,250,2,500,Cash,Female,Evening,None
563,10-06-2023,Kheer,Beverage,50,1,50,Online,Male,Evening,None
564,28-06-2023,Ice Cream,Beverage,50,1,50,Cash,Female,Afternoon,None
565,14-06-2023,Masala Chai,Beverage,20,2,40,Cash,Female,Evening,None
566,05-06-2023,Vada Pav,Fastfood,30,2,60,Online,Male,Evening,None
567,20-06-2023,Dosa,Fastfood,70,1,70,Online,Male,Morning,None
568,11-06-2023,Samosa,Fastfood,20,2,40,Cash,Female,Evening,None
569,29-06-2023,Chicken Thali,Fastfood,250,1,250,Cash,Male,Evening,Bakrid
570,17-06-2023,Idli Sambhar,Fastfood,60,1,60,Online,Male,Morning,None
571,06-06-2023,Cold Coffee,Beverage,80,1,80,Cash,Female,Afternoon,None
572,23-06-2023,Masala Dosa,Fastfood,80,1,80,Online,Male,Morning,None
573,12-06-2023,Butter Chicken,Fastfood,250,2,500,Cash,Female,Evening,None
574,30-06-2023,Ice Cream,Beverage,50,1,50,Cash,Female,Afternoon,None
575,15-06-2023,Masala Chai,Beverage,20,2,40,Cash,Female,Evening,None
576,06-06-2023,Vada Pav,Fastfood,30,2,60,Online,Male,Evening,None
577,21-06-2023,Dosa,Fastfood,70,1,70,Online,Male,Morning,None
578,13-06-2023,Samosa,Fastfood,20,2,40,Cash,Female,Evening,None
579,30-06-2023,Idli Sambhar,Fastfood,60,1,60,Online,Male,Morning,None
580,18-06-2023,Cold Coffee,Beverage,80,1,80,Cash,Female,Afternoon,None
581,07-06-2023,Masala Dosa,Fastfood,80,1,80,Online,Male,Morning,None
582,24-06-2023,Butter Chicken,Fastfood,250,2,500,Cash,Female,Evening,None
583,14-06-2023,Kheer,Beverage,50,1,50,Online,Male,Evening,None
584,01-06-2023,Ice Cream,Beverage,50,1,50,Cash,Female,Afternoon,None
585,16-06-2023,Masala Chai,Beverage,20,2,40,Cash,Female,Evening,None
586,02-06-2023,Vada Pav,Fastfood,30,2,60,Online,Male,Evening,None
587,22-06-2023,Dosa,Fastfood,70,1,70,Online,Male,Morning,None
588,15-06-2023,Samosa,Fastfood,20,2,40,Cash,Female,Evening,None
589,03-06-2023,Idli Sambhar,Fastfood,60,1,60,Online,Male,Morning,None
590,19-06-2023,Cold Coffee,Beverage,80,1,80,Cash,Female,Afternoon,None
591,08-06-2023,Masala Dosa,Fastfood,80,1,80,Online,Male,Morning,None
592,25-06-2023,Butter Chicken,Fastfood,250,2,500,Cash,Female,Evening,None
593,16-06-2023,Kheer,Beverage,50,1,50,Online,Male,Evening,None
594,04-06-2023,Ice Cream,Beverage,50,1,50,Cash,Female,Afternoon,None
595,20-06-2023,Masala Chai,Beverage,20,2,40,Cash,Female,Evening,None
596,05-06-2023,Vada Pav,Fastfood,30,2,60,Online,Male,Evening,None
597,21-06-2023,Dosa,Fastfood,70,1,70,Online,Male,Morning,None
598,17-06-2023,Samosa,Fastfood,20,2,40,Cash,Female,Evening,None
599,06-06-2023,Idli Sambhar,Fastfood,60,1,60,Online,Male,Morning,None
600,22-06-2023,Cold Coffee,Beverage,80,1,80,Cash,Female,Afternoon,None
601,04-07-2023,Masala Dosa,Fastfood,80,1,80,Online,Male,Morning,None
602,25-07-2023,Butter Chicken,Fastfood,250,2,500,Cash,Female,Evening,None
603,03-07-2023,Kheer,Beverage,50,1,50,Online,Male,Evening,Guru Purnima
604,16-07-2023,Masala Chai,Beverage,20,2,40,Cash,Female,Morning,None
605,07-07-2023,Vada Pav,Fastfood,30,2,60,Online,Male,Evening,None
606,28-07-2023,Sweets,Beverage,100,1,100,Cash,Female,Evening,Muharram
607,19-07-2023,Dosa,Fastfood,70,1,70,Online,Male,Morning,None
608,09-07-2023,Samosa,Fastfood,20,2,40,Cash,Female,Evening,None
609,01-07-2023,Idli Sambhar,Fastfood,60,1,60,Online,Male,Morning,None
610,17-07-2023,Cold Coffee,Beverage,80,1,80,Cash,Female,Afternoon,None
611,26-07-2023,Pav Bhaji,Fastfood,100,1,100,Online,Male,Evening,None
612,18-07-2023,Masala Chai,Beverage,20,2,40,Cash,Female,Evening,None
613,08-07-2023,Vada Pav,Fastfood,30,2,60,Online,Male,Evening,None
614,23-07-2023,Dosa,Fastfood,70,1,70,Online,Male,Morning,None
615,11-07-2023,Samosa,Fastfood,20,2,40,Cash,Female,Evening,None
616,30-07-2023,Idli Sambhar,Fastfood,60,1,60,Online,Male,Morning,None
617,19-07-2023,Cold Coffee,Beverage,80,1,80,Cash,Female,Afternoon,None
618,09-07-2023,Masala Dosa,Fastfood,80,1,80,Online,Male,Morning,None
619,27-07-2023,Butter Chicken,Fastfood,250,2,500,Cash,Female,Evening,None
620,12-07-2023,Kheer,Beverage,50,1,50,Online,Male,Evening,None
621,31-07-2023,Ice Cream,Beverage,50,1,50,Cash,Female,Afternoon,None
622,13-07-2023,Masala Chai,Beverage,20,2,40,Cash,Female,Evening,None
623,05-07-2023,Vada Pav,Fastfood,30,2,60,Online,Male,Evening,None
624,24-07-2023,Dosa,Fastfood,70,1,70,Online,Male,Morning,None
625,14-07-2023,Samosa,Fastfood,20,2,40,Cash,Female,Evening,None
626,01-07-2023,Idli Sambhar,Fastfood,60,1,60,Online,Male,Morning,None
627,20-07-2023,Cold Coffee,Beverage,80,1,80,Cash,Female,Afternoon,None
628,10-07-2023,Masala Dosa,Fastfood,80,1,80,Online,Male,Morning,None
629,28-07-2023,Butter Chicken,Fastfood,250,2,500,Cash,Female,Evening,Muharram
630,15-07-2023,Kheer,Beverage,50,1,50,Online,Male,Evening,None
631,02-07-2023,Ice Cream,Beverage,50,1,50,Cash,Female,Afternoon,None
632,16-07-2023,Masala Chai,Beverage,20,2,40,Cash,Female,Evening,None
633,03-07-2023,Kheer,Fastfood,30,2,60,Online,Male,Evening,Guru Purnima
634,25-07-2023,Dosa,Fastfood,70,1,70,Online,Male,Morning,None
635,17-07-2023,Samosa,Fastfood,20,2,40,Cash,Female,Evening,None
636,04-07-2023,Idli Sambhar,Fastfood,60,1,60,Online,Male,Morning,None
637,21-07-2023,Cold Coffee,Beverage,80,1,80,Cash,Female,Afternoon,None
638,11-07-2023,Masala Dosa,Fastfood,80,1,80,Online,Male,Morning,None
639,29-07-2023,Butter Chicken,Fastfood,250,2,500,Cash,Female,Evening,None
640,18-07-2023,Kheer,Beverage,50,1,50,Online,Male,Evening,None
641,05-07-2023,Ice Cream,Beverage,50,1,50,Cash,Female,Afternoon,None
642,19-07-2023,Masala Chai,Beverage,20,2,40,Cash,Female,Evening,None
643,06-07-2023,Vada Pav,Fastfood,30,2,60,Online,Male,Evening,None
644,26-07-2023,Dosa,Fastfood,70,1,70,Online,Male,Morning,None
645,18-07-2023,Samosa,Fastfood,20,2,40,Cash,Female,Evening,None
646,07-07-2023,Idli Sambhar,Fastfood,60,1,60,Online,Male,Morning,None
647,22-07-2023,Cold Coffee,Beverage,80,1,80,Cash,Female,Afternoon,None
648,12-07-2023,Masala Dosa,Fastfood,80,1,80,Online,Male,Morning,None
649,30-07-2023,Butter Chicken,Fastfood,250,2,500,Cash,Female,Evening,None
650,19-07-2023,Kheer,Beverage,50,1,50,Online,Male,Evening,None
651,08-07-2023,Ice Cream,Beverage,50,1,50,Cash,Female,Afternoon,None
652,20-07-2023,Masala Chai,Beverage,20,2,40,Cash,Female,Evening,None
653,09-07-2023,Vada Pav,Fastfood,30,2,60,Online,Male,Evening,None
654,27-07-2023,Dosa,Fastfood,70,1,70,Online,Male,Morning,None
655,19-07-2023,Samosa,Fastfood,20,2,40,Cash,Female,Evening,None
656,10-07-2023,Idli Sambhar,Fastfood,60,1,60,Online,Male,Morning,None
657,23-07-2023,Cold Coffee,Beverage,80,1,80,Cash,Female,Afternoon,None
658,13-07-2023,Masala Dosa,Fastfood,80,1,80,Online,Male,Morning,None
659,31-07-2023,Butter Chicken,Fastfood,250,2,500,Cash,Female,Evening,None
660,20-07-2023,Kheer,Beverage,50,1,50,Online,Male,Evening,None
661,11-07-2023,Ice Cream,Beverage,50,1,50,Cash,Female,Afternoon,None
662,21-07-2023,Masala Chai,Beverage,20,2,40,Cash,Female,Evening,None
663,12-07-2023,Vada Pav,Fastfood,30,2,60,Online,Male,Evening,None
664,28-07-2023,Dosa,Fastfood,70,1,70,Online,Male,Morning,Muharram
665,20-07-2023,Samosa,Fastfood,20,2,40,Cash,Female,Evening,None
666,13-07-2023,Idli Sambhar,Fastfood,60,1,60,Online,Male,Morning,None
667,24-07-2023,Cold Coffee,Beverage,80,1,80,Cash,Female,Afternoon,None
668,14-07-2023,Masala Dosa,Fastfood,80,1,80,Online,Male,Morning,None
669,01-07-2023,Butter Chicken,Fastfood,250,2,500,Cash,Female,Evening,None
